worm.number,date,wormStrain,pathogenStrain,pathogenDose,doseLevel,timepoint,merontsPresent,sporesPresent,numEmbryos,experiment,experimenter,description,Infection Date,Plate Number,Total Worms,Spore Lot,Lot concentration,Total ul spore,Infection Round,40X OP50 (mL),Plate Size,Spores/cm2,Temp,infection.type,Staining Date,Stain type,Slide date,Slide number,Slide Box,Imaging Date
14,200904,N2,LUAm1,10M,Medium,72hpi,TRUE,FALSE,5,200904_N2_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,2,1000,2A,176000,56.81818182,1,0.25,6,0.353857042,21,continuous,200907,Sp.9 FISH + DY96,200908,2,5,200929
14,200904,VC40171,LUAm1,0M,Mock,72hpi,FALSE,FALSE,3,200904_VC40171_LUAm1_0M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,5,1000,2A,176000,0,1,0.25,6,0,21,continuous,200907,Sp.9 FISH + DY96,200908,5,5,200929
14,200904,VC40171,LUAm1,10M,Medium,72hpi,TRUE,FALSE,0,200904_VC40171_LUAm1_10M_72hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,6,1000,2A,176000,56.81818182,1,0.25,6,0.353857042,21,continuous,200907,Sp.9 FISH + DY96,200908,6,5,200929
14,200905,JU1400,ERTm5-96H,0M,Mock,96hpi,FALSE,FALSE,13,200905_JU1400_ERTm5-96H_0M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,26,1000,2,427000,0,1,0.25,6,0,21,continuous,200907,microB FISH + DY96,200908,26,5,201015
14,200905,JU1400,ERTm5-96H,1.75M,Medium,96hpi,TRUE,TRUE,14,200905_JU1400_ERTm5-96H_1.75M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,23,1000,2,427000,4.098360656,1,0.25,6,0.061924982,21,continuous,200907,microB FISH + DY96,200908,23,5,201015
14,200905,JU1400,ERTm5-96H,3.5M,High,96hpi,TRUE,FALSE,12,200905_JU1400_ERTm5-96H_3.5M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,24,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200907,microB FISH + DY96,200908,24,5,201015
14,200905,N2,ERTm5-96H,0M,Mock,96hpi,FALSE,FALSE,16,200905_N2_ERTm5-96H_0M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,25,1000,2,427000,0,1,0.25,6,0,21,continuous,200907,microB FISH + DY96,200908,25,5,201015
14,200905,N2,ERTm5-96H,1.75M,Medium,96hpi,TRUE,TRUE,0,200905_N2_ERTm5-96H_1.75M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,21,1000,2,427000,4.098360656,1,0.25,6,0.061924982,21,continuous,200907,microB FISH + DY96,200908,21,5,201015
14,200905,N2,ERTm5-96H,3.5M,High,96hpi,TRUE,TRUE,0,200905_N2_ERTm5-96H_3.5M_96hpi,CM,"NIL tests for Lua1 and ERTM5, low dose ERTM5 tests",200901,22,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200907,microB FISH + DY96,200908,22,5,201015
14,200915,AWR144,ERTm5,0M,Mock,72hpi,FALSE,FALSE,18,200915_AWR144_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,5,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,5,6,201005
14,200915,AWR144,ERTm5,3.5M,High,72hpi,TRUE,TRUE,3,200915_AWR144_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,6,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,6,6,201005
14,200915,AWR145,ERTm5,0M,Mock,72hpi,FALSE,FALSE,27,200915_AWR145_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,7,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,7,6,201005
14,200915,AWR145,ERTm5,3.5M,High,72hpi,TRUE,FALSE,2,200915_AWR145_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,8,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,8,6,201005
14,200915,JU1400,ERTm5,0M,Mock,72hpi,FALSE,FALSE,16,200915_JU1400_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,3,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,3,6,201005
14,200915,JU1400,ERTm5,3.5M,High,72hpi,FALSE,FALSE,1,200915_JU1400_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,4,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,4,6,201005
14,200915,N2,ERTm5,0M,Mock,72hpi,FALSE,FALSE,17,200915_N2_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200912,1,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,1,6,201005
14,200915,N2,ERTm5,3.5M,High,72hpi,TRUE,TRUE,6,200915_N2_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200912,2,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,2,6,201005
14,200916,JU1400,ERTm5-96H,0M,Mock,96hpi,FALSE,FALSE,18,200916_JU1400_ERTm5-96H_0M_96hpi,CM,NIL tests for ERTM5,200912,12,500,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,12,6,201005
14,200916,JU1400,ERTm5-96H,1.75M,Medium,96hpi,TRUE,FALSE,15,200916_JU1400_ERTm5-96H_1.75M_96hpi,CM,NIL tests for ERTM5,200912,13,500,2,427000,4.098360656,1,0.25,6,0.061924982,21,continuous,200921,microB FISH + DY96,200921,13,6,201005
14,200916,JU1400,ERTm5-96H,3.5M,High,96hpi,TRUE,FALSE,3,200916_JU1400_ERTm5-96H_3.5M_96hpi,CM,NIL tests for ERTM5,200912,14,500,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,14,6,201005
14,200916,N2,ERTm5-96H,0M,Mock,96hpi,FALSE,FALSE,16,200916_N2_ERTm5-96H_0M_96hpi,CM,NIL tests for ERTM5,200912,9,500,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,9,6,201005
14,200916,N2,ERTm5-96H,1.75M,Medium,96hpi,TRUE,TRUE,7,200916_N2_ERTm5-96H_1.75M_96hpi,CM,NIL tests for ERTM5,200912,10,500,2,427000,4.098360656,1,0.25,6,0.061924982,21,continuous,200921,microB FISH + DY96,200921,10,6,201005
14,200916,N2,ERTm5-96H,3.5M,High,96hpi,TRUE,TRUE,1,200916_N2_ERTm5-96H_3.5M_96hpi,CM,NIL tests for ERTM5,200912,11,500,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,11,6,201005
14,200918,AWR144,ERTm5,0M,Mock,72hpi,FALSE,FALSE,29,200918_AWR144_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,5,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,5,6,201006
14,200918,AWR144,ERTm5,3.5M,High,72hpi,TRUE,TRUE,3,200918_AWR144_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,6,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,6,6,201006
14,200918,AWR145,ERTm5,0M,Mock,72hpi,FALSE,FALSE,18,200918_AWR145_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,7,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,7,6,201006
14,200918,AWR145,ERTm5,3.5M,High,72hpi,TRUE,TRUE,0,200918_AWR145_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,8,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,8,6,201006
14,200918,JU1400,ERTm5,0M,Mock,72hpi,FALSE,FALSE,18,200918_JU1400_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,3,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,3,6,201006
14,200918,JU1400,ERTm5,3.5M,High,72hpi,FALSE,FALSE,0,200918_JU1400_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,4,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,4,6,201006
14,200918,N2,ERTm5,0M,Mock,72hpi,FALSE,FALSE,30,200918_N2_ERTm5_0M_72hpi,CM,NIL tests for ERTM5,200915,1,1000,2,427000,0,1,0.25,6,0,21,continuous,200921,microB FISH + DY96,200921,1,6,201006
14,200918,N2,ERTm5,3.5M,High,72hpi,TRUE,TRUE,3,200918_N2_ERTm5_3.5M_72hpi,CM,NIL tests for ERTM5,200915,2,1000,2,427000,8.196721311,1,0.25,6,0.123849965,21,continuous,200921,microB FISH + DY96,200921,2,6,201006
15,190426,AB1,LUAm1,0M,Mock,72hpi,FALSE,FALSE,12,190426_AB1_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,7,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,7,2,190502
15,190426,AB1,LUAm1,10M,Medium,72hpi,TRUE,FALSE,7,190426_AB1_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,8,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,8,2,190516
15,190426,AB1,LUAm1,20M,High,72hpi,TRUE,FALSE,1,190426_AB1_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,9,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,9,2,190516
15,190426,CB4856,ERTm5,0M,Mock,72hpi,TRUE,FALSE,17,190426_CB4856_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,40,1000,2,427000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,40,2,190502
15,190426,CB4856,ERTm5,1.75M,Medium,72hpi,TRUE,TRUE,8,190426_CB4856_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,41,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190430,DY96,190501,41,2,190502
15,190426,CB4856,ERTm5,3.5M,High,72hpi,TRUE,FALSE,12,190426_CB4856_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,42,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190430,DY96,190501,42,2,190502
15,190426,ED3042,LUAm1,0M,Mock,72hpi,FALSE,FALSE,10,190426_ED3042_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,19,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,19,2,190502
15,190426,ED3042,LUAm1,10M,Medium,72hpi,TRUE,FALSE,3,190426_ED3042_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,20,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,20,2,190516
15,190426,ED3042,LUAm1,20M,High,72hpi,TRUE,FALSE,0,190426_ED3042_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,21,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,21,2,190516
15,190426,JU1400,ERTm5,0M,Mock,72hpi,TRUE,FALSE,7,190426_JU1400_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,46,1000,2,427000,0,1,0.15,6,0,21,continuous,190529,microb FISH + DY96,190530,46,3,201026
15,190426,JU1400,ERTm5,1.75M,Medium,72hpi,TRUE,FALSE,3,190426_JU1400_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,47,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190529,microb FISH + DY96,190530,47,3,201026
15,190426,JU1400,ERTm5,3.5M,High,72hpi,TRUE,FALSE,0,190426_JU1400_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,48,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190529,microb FISH + DY96,190530,48,3,201026
15,190426,JU1400,LUAm1,0M,Mock,72hpi,FALSE,FALSE,6,190426_JU1400_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,25,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,25,2,190502
15,190426,JU1400,LUAm1,10M,Medium,72hpi,TRUE,FALSE,1,190426_JU1400_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,26,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,26,2,190516
15,190426,JU1400,LUAm1,20M,High,72hpi,TRUE,FALSE,0,190426_JU1400_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,27,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,27,2,190516
15,190426,JU300,ERTm5,0M,Mock,72hpi,TRUE,FALSE,14,190426_JU300_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,43,1000,2,427000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,43,2,190502
15,190426,JU300,ERTm5,1.75M,Medium,72hpi,TRUE,TRUE,17,190426_JU300_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,44,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190430,DY96,190501,44,2,190502
15,190426,JU300,ERTm5,3.5M,High,72hpi,TRUE,TRUE,7,190426_JU300_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,45,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190430,DY96,190501,45,2,190502
15,190426,JU360,ERTm2,0.5M,Medium,72hpi,TRUE,FALSE,16,190426_JU360_ERTm2_0.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,59,1000,1,240000,2.083333333,1,0.15,6,0.017692852,21,continuous,190430,DY96,190501,59,2,190502
15,190426,JU360,ERTm2,0M,Mock,72hpi,TRUE,FALSE,20,190426_JU360_ERTm2_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,58,1000,1,240000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,58,2,190502
15,190426,JU360,ERTm2,1.5M,High,72hpi,TRUE,TRUE,0,190426_JU360_ERTm2_1.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,60,1000,1,240000,6.25,1,0.15,6,0.053078556,21,continuous,190430,DY96,190501,60,2,190502
15,190426,JU360,LUAm1,0M,Mock,72hpi,FALSE,FALSE,16,190426_JU360_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,22,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,22,2,190502
15,190426,JU360,LUAm1,10M,Medium,72hpi,TRUE,FALSE,4,190426_JU360_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,23,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,23,2,190516
15,190426,JU360,LUAm1,20M,High,72hpi,TRUE,FALSE,0,190426_JU360_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,24,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,24,2,190516
15,190426,JU397,LUAm1,0M,Mock,72hpi,FALSE,FALSE,13,190426_JU397_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,10,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,10,2,190502
15,190426,JU397,LUAm1,10M,Medium,72hpi,TRUE,FALSE,13,190426_JU397_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,11,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,11,2,190516
15,190426,JU397,LUAm1,20M,High,72hpi,TRUE,FALSE,10,190426_JU397_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,12,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,12,2,190516
15,190426,JU642,LUAm1,0M,Mock,72hpi,FALSE,FALSE,15,190426_JU642_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,13,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,13,2,190502
15,190426,JU642,LUAm1,10M,Medium,72hpi,TRUE,FALSE,9,190426_JU642_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,14,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,14,2,190516
15,190426,JU642,LUAm1,20M,High,72hpi,TRUE,FALSE,3,190426_JU642_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,15,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,15,2,190516
15,190426,MY1,LUAm1,0M,Mock,72hpi,FALSE,FALSE,15,190426_MY1_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,28,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,28,2,190502
15,190426,MY1,LUAm1,10M,Medium,72hpi,TRUE,FALSE,0,190426_MY1_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,29,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,29,2,190516
15,190426,MY1,LUAm1,20M,High,72hpi,TRUE,FALSE,0,190426_MY1_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,30,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,30,2,190516
15,190426,MY2,ERTm2,0.5M,Medium,72hpi,TRUE,TRUE,10,190426_MY2_ERTm2_0.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,62,1000,1,240000,2.083333333,1,0.15,6,0.017692852,21,continuous,190430,DY96,190501,62,2,190502
15,190426,MY2,ERTm2,0M,Mock,72hpi,TRUE,FALSE,34,190426_MY2_ERTm2_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,61,1000,1,240000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,61,2,190502
15,190426,MY2,ERTm2,1.5M,High,72hpi,TRUE,TRUE,5,190426_MY2_ERTm2_1.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,63,1000,1,240000,6.25,1,0.15,6,0.053078556,21,continuous,190430,DY96,190501,63,2,190502
15,190426,MY2,ERTm5,0M,Mock,72hpi,TRUE,FALSE,16,190426_MY2_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,49,1000,2,427000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,49,2,190502
15,190426,MY2,ERTm5,1.75M,Medium,72hpi,TRUE,TRUE,6,190426_MY2_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,50,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190430,DY96,190501,50,2,190502
15,190426,MY2,ERTm5,3.5M,High,72hpi,TRUE,TRUE,0,190426_MY2_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,51,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190430,DY96,190501,51,2,190502
15,190426,MY6,LUAm1,0M,Mock,72hpi,FALSE,FALSE,29,190426_MY6_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,16,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,16,2,190502
15,190426,MY6,LUAm1,10M,Medium,72hpi,TRUE,FALSE,12,190426_MY6_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,17,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,17,2,190516
15,190426,MY6,LUAm1,20M,High,72hpi,TRUE,FALSE,11,190426_MY6_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,18,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,18,2,190516
15,190426,N2,ERTm2,0.5M,Medium,72hpi,TRUE,TRUE,11,190426_N2_ERTm2_0.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,56,1000,1,240000,2.083333333,1,0.15,6,0.017692852,21,continuous,190430,DY96,190501,56,2,190502
15,190426,N2,ERTm2,0M,Mock,72hpi,TRUE,FALSE,22,190426_N2_ERTm2_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,55,1000,1,240000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,55,2,190502
15,190426,N2,ERTm2,1.5M,High,72hpi,TRUE,FALSE,7,190426_N2_ERTm2_1.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,57,1000,1,240000,6.25,1,0.15,6,0.053078556,21,continuous,190430,DY96,190501,57,2,190502
15,190426,N2,ERTm5,0M,Mock,72hpi,TRUE,FALSE,18,190426_N2_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,37,1000,2,427000,0,1,0.15,6,0,21,continuous,190529,microb FISH + DY96,190530,37,3,201026
15,190426,N2,ERTm5,1.75M,Medium,72hpi,TRUE,FALSE,14,190426_N2_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,38,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190529,microb FISH + DY96,190530,38,3,201026
15,190426,N2,ERTm5,3.5M,High,72hpi,TRUE,TRUE,11,190426_N2_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,39,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190529,microb FISH + DY96,190530,39,3,201026
15,190426,N2,LUAm1,0M,Mock,72hpi,FALSE,FALSE,21,190426_N2_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,4,1000,2A,176000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,4,2,190502
15,190426,N2,LUAm1,10M,Medium,72hpi,TRUE,FALSE,7,190426_N2_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,5,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,5,2,190516
15,190426,N2,LUAm1,20M,High,72hpi,TRUE,FALSE,12,190426_N2_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,6,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,6,2,190516
15,190426,VC20019,ERTm2,0.5M,Medium,72hpi,TRUE,TRUE,6,190426_VC20019_ERTm2_0.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,53,1000,1,240000,2.083333333,1,0.15,6,0.017692852,21,continuous,190430,DY96,190501,53,2,190502
15,190426,VC20019,ERTm2,0M,Mock,72hpi,TRUE,FALSE,19,190426_VC20019_ERTm2_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,52,1000,1,240000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,52,2,190502
15,190426,VC20019,ERTm2,1.5M,High,72hpi,TRUE,FALSE,0,190426_VC20019_ERTm2_1.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,54,1000,1,240000,6.25,1,0.15,6,0.053078556,21,continuous,190430,DY96,190501,54,2,190502
15,190426,VC20019,ERTm5,0M,Mock,72hpi,TRUE,FALSE,13,190426_VC20019_ERTm5_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,34,1000,2,427000,0,1,0.15,6,0,21,continuous,190430,DY96,190501,34,2,190502
15,190426,VC20019,ERTm5,1.75M,Medium,72hpi,TRUE,TRUE,7,190426_VC20019_ERTm5_1.75M_72hpi,CM,Wild isolate phenoMIP retest,190423,35,1000,2,427000,4.098360656,1,0.15,6,0.061924982,21,continuous,190430,DY96,190501,35,2,190502
15,190426,VC20019,ERTm5,3.5M,High,72hpi,TRUE,TRUE,0,190426_VC20019_ERTm5_3.5M_72hpi,CM,Wild isolate phenoMIP retest,190423,36,1000,2,427000,8.196721311,1,0.15,6,0.123849965,21,continuous,190430,DY96,190501,36,2,190502
15,190426,VC20019,LUAm1,0M,Mock,72hpi,FALSE,FALSE,17,190426_VC20019_LUAm1_0M_72hpi,CM,Wild isolate phenoMIP retest,190423,1,1000,2A,176000,0,1,0.15,6,0,21,continuous,190513,Sp.9 FISH + DY96,190515,1,2,190516
15,190426,VC20019,LUAm1,10M,Medium,72hpi,TRUE,FALSE,9,190426_VC20019_LUAm1_10M_72hpi,CM,Wild isolate phenoMIP retest,190423,2,1000,2A,176000,56.81818182,1,0.15,6,0.353857042,21,continuous,190513,Sp.9 FISH + DY96,190515,2,2,190516
15,190426,VC20019,LUAm1,20M,High,72hpi,TRUE,FALSE,11,190426_VC20019_LUAm1_20M_72hpi,CM,Wild isolate phenoMIP retest,190423,3,1000,2A,176000,113.6363636,1,0.15,6,0.707714084,21,continuous,190513,Sp.9 FISH + DY96,190515,3,2,190516
15,200707,ED3052A,LUAm1,0M,Mock,72hpi,FALSE,FALSE,16,200707_ED3052A_LUAm1_0M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,5,1000,2A,176000,0,1,0.25,6,0,21,continuous,200803,Sp.9 FISH + DY96,200804,5,3,200806
15,200707,ED3052A,LUAm1,10M,Medium,72hpi,TRUE,FALSE,1,200707_ED3052A_LUAm1_10M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,6,1000,2A,176000,56.81818182,1,0.25,6,0.353857042,21,continuous,200803,Sp.9 FISH + DY96,200804,6,3,200806
15,200707,ED3052B,LUAm1,0M,Mock,72hpi,FALSE,FALSE,11,200707_ED3052B_LUAm1_0M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,7,1000,2A,176000,0,1,0.25,6,0,21,continuous,200803,Sp.9 FISH + DY96,200804,7,3,200806
15,200707,ED3052B,LUAm1,10M,Medium,72hpi,TRUE,FALSE,0,200707_ED3052B_LUAm1_10M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,8,1000,2A,176000,56.81818182,1,0.25,6,0.353857042,21,continuous,200803,Sp.9 FISH + DY96,200804,8,3,200806
15,200707,JU1400,AWRm78,3.5M,High,72hpi,TRUE,TRUE,0,200707_JU1400_AWRm78_3.5M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,16,1000,1,63625,55.00982318,1,0.25,6,0.123849965,21,continuous,200803,microB FISH + DY96,200804,16,3,200806
15,200707,JU1400,ERTm5,1.75M,Medium,72hpi,FALSE,FALSE,2,200707_JU1400_ERTm5_1.75M_72hpi,CM,Lua1 continuous Infection test JU1400 and ED3052 and localization in AWR49/AWR51,200704,19,1000,2,427000,4.098360656,1,0.25,6,0.061924982,21,continuous,200803,microB FISH + DY96,200804,19,3,200806
